drug1_name,drug2_name,smiles1,smiles2,interaction_type,severity
Brigatinib,Clemastine,CN1CCN(CC1)C2CCN(CC2)C3=CC(=C(C=C3)NC4=NC=C(C(=N4)NC5=CC=CC=C5P(=O)(C)C)Cl)OC,CC(C1=CC=CC=C1)(C2=CC=C(C=C2)Cl)OCCC3CCCN3C,The metabolism of Clemastine can be decreased when combined with Brigatinib.,moderate
Indomethacin,Bumetanide,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,CCCCNC1=C(C(=CC(=C1)C(=O)O)S(=O)(=O)N)OC2=CC=CC=C2,Indomethacin may decrease the diuretic activities of Bumetanide.,mild
Bromocriptine,Ciprofloxacin,CC(C)CC1C(=O)N2CCCC2C3(N1C(=O)C(O3)(C(C)C)NC(=O)C4CN(C5CC6=C(NC7=CC=CC(=C67)C5=C4)Br)C)O,C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O,The risk or severity of adverse effects can be increased when Bromocriptine is c,dangerous
Sertindole,Levocabastine,C1CN(CCC1C2=CN(C3=C2C=C(C=C3)Cl)C4=CC=C(C=C4)F)CCN5CCNC5=O,CC1CN(CCC1(C2=CC=CC=C2)C(=O)O)C3CCC(CC3)(C#N)C4=CC=C(C=C4)F,The risk or severity of adverse effects can be increased when Sertindole is comb,dangerous
Propacetamol,Alprostadil,CCN(CC)CC(=O)OC1=CC=C(C=C1)NC(=O)C,CCCCCC(C=CC1C(CC(=O)C1CCCCCCC(=O)O)O)O,The therapeutic efficacy of Alprostadil can be decreased when used in combinatio,mild
Ulipristal,Dydrogesterone,CC(=O)C1(CCC2C1(CC(C3=C4CCC(=O)C=C4CCC23)C5=CC=C(C=C5)N(C)C)C)O,CC(=O)C1CCC2C1(CCC3C2C=CC4=CC(=O)CCC34C)C,The therapeutic efficacy of Dydrogesterone can be decreased when used in combina,mild
Riociguat,Ximelagatran,CN(C1=C(N=C(N=C1N)C2=NN(C3=C2C=CC=N3)CC4=CC=CC=C4F)N)C(=O)OC,CCOC(=O)CNC(C1CCCCC1)C(=O)N2CCC2C(=O)NCC3=CC=C(C=C3)C(=NO)N,The serum concentration of Ximelagatran can be increased when it is combined wit,dangerous
Floctafenine,Medrysone,C1=CC=C(C(=C1)C(=O)OCC(CO)O)NC2=C3C=CC=C(C3=NC=C2)C(F)(F)F,CC1CC2C3CCC(C3(CC(C2C4(C1=CC(=O)CC4)C)O)C)C(=O)C,The risk or severity of adverse effects can be increased when Floctafenine is co,dangerous
Methantheline,Oxymorphone,CC[N+](C)(CC)CCOC(=O)C1C2=CC=CC=C2OC3=CC=CC=C13,CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)O)O4)O,The risk or severity of adverse effects can be increased when Methantheline is c,dangerous
Mifepristone,Flumethasone,CC#CC1(CCC2C1(CC(C3=C4CCC(=O)C=C4CCC23)C5=CC=C(C=C5)N(C)C)C)O,CC1CC2C3CC(C4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C)F,The therapeutic efficacy of Flumethasone can be decreased when used in combinati,mild
Telavancin,Desipramine,CCCCCCCCCCNCCNC1(CC(OC(C1O)C)OC2C(C(C(OC2OC3=C4C=C5C=C3OC6=C(C=C(C=C6)C(C(C(=O)NC(C(=O)NC5C(=O)NC7C8=CC(=C(C=C8)O)C9=C(C(=C(C=C9C(NC(=O)C(C(C1=CC(=C(O4)C=C1)Cl)O)NC7=O)C(=O)O)O)CNCP(=O)(O)O)O)CC(=O)N)NC(=O)C(CC(C)C)NC)O)Cl)CO)O)O)C,CNCCCN1C2=CC=CC=C2CCC3=CC=CC=C31,Telavancin may increase the QTc-prolonging activities of Desipramine.,dangerous
Indomethacin,Cimetidine,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,CC1=C(N=CN1)CSCCNC(=NC)NC#N,The metabolism of Cimetidine can be decreased when combined with Indomethacin.,moderate
Trimipramine,Metoprolol,CC(CN1C2=CC=CC=C2CCC3=CC=CC=C31)CN(C)C,CC(C)NCC(COC1=CC=C(C=C1)CCOC)O,The metabolism of Metoprolol can be decreased when combined with Trimipramine.,moderate
Medrogestone,Phenindione,CC1=CC2C(CCC3(C2CCC3(C)C(=O)C)C)C4(C1=CC(=O)CC4)C,C1=CC=C(C=C1)C2C(=O)C3=CC=CC=C3C2=O,The therapeutic efficacy of Phenindione can be decreased when used in combinatio,mild
Donepezil,Methscopolamine,COC1=C(C=C2C(=C1)CC(C2=O)CC3CCN(CC3)CC4=CC=CC=C4)OC,C[N+]1(C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4)C,The therapeutic efficacy of Methscopolamine can be decreased when used in combin,mild
Carbamazepine,Isosorbide dinitrate,C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N,C1C(C2C(O1)C(CO2)O[N+](=O)[O-])O[N+](=O)[O-],The metabolism of Isosorbide dinitrate can be increased when combined with Carba,dangerous
Quinapril,Pimecrolimus,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2CC3=CC=CC=C3CC2C(=O)O,CCC1C=C(CC(CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC1=O)O)C)C(=CC4CCC(C(C4)OC)Cl)C)O)C)OC)OC)C)C,The risk or severity of adverse effects can be increased when Quinapril is combi,dangerous
Nitrous acid,Clonidine,N(=O)O,C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl,The risk or severity of adverse effects can be increased when Nitrous acid is co,dangerous
Metolazone,Gliquidone,CC1NC2=CC(=C(C=C2C(=O)N1C3=CC=CC=C3C)S(=O)(=O)N)Cl,CC1(C2=C(C=C(C=C2)OC)C(=O)N(C1=O)CCC3=CC=C(C=C3)S(=O)(=O)NC(=O)NC4CCCCC4)C,The therapeutic efficacy of Gliquidone can be decreased when used in combination,mild
Desflurane,Amobarbital,C(C(F)(F)F)(OC(F)F)F,CCC1(C(=O)NC(=O)NC1=O)CCC(C)C,The risk or severity of adverse effects can be increased when Desflurane is comb,dangerous
Diclofenac,Fluoxetine,C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,The metabolism of Fluoxetine can be decreased when combined with Diclofenac.,moderate
Salicylic acid,Ammonium chloride,C1=CC=C(C(=C1)C(=O)O)O,[NH4+].[Cl-],The serum concentration of Ammonium chloride can be increased when it is combine,dangerous
Droxidopa,Acemetacin,C1=CC(=C(C=C1C(C(C(=O)O)N)O)O)O,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)OCC(=O)O,The therapeutic efficacy of Acemetacin can be decreased when used in combination,mild
Paramethadione,Pyrimethamine,CCC1(C(=O)N(C(=O)O1)C)C,CCC1=C(C(=NC(=N1)N)N)C2=CC=C(C=C2)Cl,The metabolism of Pyrimethamine can be decreased when combined with Paramethadio,moderate
Tadalafil,Prazosin,CN1CC(=O)N2C(C1=O)CC3=C(C2C4=CC5=C(C=C4)OCO5)NC6=CC=CC=C36,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4=CC=CO4)N)OC,Tadalafil may increase the hypotensive activities of Prazosin.,dangerous
Fluoxetine,Gadobenic acid,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,[H+].[H+].C1=CC=C(C=C1)COCC(C(=O)[O-])N(CCN(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].[Gd+3],Fluoxetine may increase the QTc-prolonging activities of Gadobenic acid.,dangerous
Guanfacine,Treprostinil,C1=CC(=C(C(=C1)Cl)CC(=O)N=C(N)N)Cl,CCCCCC(CCC1C(CC2C1CC3=C(C2)C(=CC=C3)OCC(=O)O)O)O,Guanfacine may increase the hypotensive activities of Treprostinil.,dangerous
Dantrolene,Isavuconazonium,C1C(=O)NC(=O)N1N=CC2=CC=C(O2)C3=CC=C(C=C3)[N+](=O)[O-],CC(C1=NC(=CS1)C2=CC=C(C=C2)C#N)C(CN3C=[N+](C=N3)C(C)OC(=O)N(C)C4=C(C=CC=N4)COC(=O)CNC)(C5=C(C=CC(=C5)F)F)O,The metabolism of Isavuconazonium can be decreased when combined with Dantrolene,moderate
Tramadol,Droperidol,CN(C)CC1CCCCC1(C2=CC(=CC=C2)OC)O,C1CN(CC=C1N2C3=CC=CC=C3NC2=O)CCCC(=O)C4=CC=C(C=C4)F,Tramadol may increase the central nervous system depressant (CNS depressant) act,dangerous
Dihydrocodeine,Perospirone,CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(CC4)O,C1CCC2C(C1)C(=O)N(C2=O)CCCCN3CCN(CC3)C4=NSC5=CC=CC=C54,The risk or severity of adverse effects can be increased when Dihydrocodeine is ,dangerous
Carvedilol,Salsalate,COC1=CC=CC=C1OCCNCC(COC2=CC=CC3=C2C4=CC=CC=C4N3)O,C1=CC=C(C(=C1)C(=O)OC2=CC=CC=C2C(=O)O)O,Carvedilol may decrease the antihypertensive activities of Salsalate.,mild
Tolterodine,Venlafaxine,CC1=CC(=C(C=C1)O)C(CCN(C(C)C)C(C)C)C2=CC=CC=C2,CN(C)CC(C1=CC=C(C=C1)OC)C2(CCCCC2)O,The metabolism of Venlafaxine can be decreased when combined with Tolterodine.,moderate
Paliperidone,Glimepiride,CC1=C(C(=O)N2CCCC(C2=N1)O)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,CCC1=C(CN(C1=O)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCC(CC3)C)C,The therapeutic efficacy of Glimepiride can be decreased when used in combinatio,mild
Nisoldipine,Clopidogrel,CC1=C(C(C(=C(N1)C)C(=O)OCC(C)C)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,COC(=O)C(C1=CC=CC=C1Cl)N2CCC3=C(C2)C=CS3,The therapeutic efficacy of Clopidogrel can be decreased when used in combinatio,mild
Flunitrazepam,Desipramine,CN1C(=O)CN=C(C2=C1C=CC(=C2)[N+](=O)[O-])C3=CC=CC=C3F,CNCCCN1C2=CC=CC=C2CCC3=CC=CC=C31,The risk or severity of adverse effects can be increased when Flunitrazepam is c,dangerous
Fentanyl,Isradipine,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3,CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC=CC3=NON=C32)C(=O)OC,The serum concentration of Isradipine can be increased when it is combined with ,dangerous
Metipranolol,Alclofenac,CC1=CC(=C(C(=C1OC(=O)C)C)C)OCC(CNC(C)C)O,C=CCOC1=C(C=C(C=C1)CC(=O)O)Cl,Metipranolol may decrease the antihypertensive activities of Alclofenac.,mild
Rivastigmine,Propantheline,CCN(C)C(=O)OC1=CC=CC(=C1)C(C)N(C)C,CC(C)[N+](C)(CCOC(=O)C1C2=CC=CC=C2OC3=CC=CC=C13)C(C)C,The therapeutic efficacy of Propantheline can be decreased when used in combinat,mild
Pentamidine,Midostaurin,C1=CC(=CC=C1C(=N)N)OCCCCCOC2=CC=C(C=C2)C(=N)N,CC12C(C(CC(O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)N(C)C(=O)C9=CC=CC=C9)OC,The metabolism of Midostaurin can be decreased when combined with Pentamidine.,moderate
Alprenolol,Piroxicam,CC(C)NCC(COC1=CC=CC=C1CC=C)O,CN1C(=C(C2=CC=CC=C2S1(=O)=O)O)C(=O)NC3=CC=CC=N3,Alprenolol may decrease the antihypertensive activities of Piroxicam.,mild
Phenytoin,Perhexiline,C1=CC=C(C=C1)C2(C(=O)NC(=O)N2)C3=CC=CC=C3,C1CCC(CC1)C(CC2CCCCN2)C3CCCCC3,The serum concentration of Perhexiline can be increased when it is combined with,dangerous
Ioflupane I-123,Metamfetamine,COC(=O)C1C2CCC(N2CCCF)CC1C3=CC=C(C=C3)I,CC(CC1=CC=CC=C1)NC,Ioflupane I-123 may decrease effectiveness of Metamfetamine as a diagnostic agen,mild
Methadyl acetate,Methsuximide,CCC(C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2)OC(=O)C,CC1(CC(=O)N(C1=O)C)C2=CC=CC=C2,The risk or severity of adverse effects can be increased when Methadyl acetate i,dangerous
Etofenamate,Methyclothiazide,C1=CC=C(C(=C1)C(=O)OCCOCCO)NC2=CC=CC(=C2)C(F)(F)F,CN1C(NC2=CC(=C(C=C2S1(=O)=O)S(=O)(=O)N)Cl)CCl,The therapeutic efficacy of Methyclothiazide can be decreased when used in combi,mild
Methylphenobarbital,Diethylstilbestrol,CCC1(C(=O)NC(=O)N(C1=O)C)C2=CC=CC=C2,CCC(=C(CC)C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,The therapeutic efficacy of Diethylstilbestrol can be decreased when used in com,mild
Troleandomycin,Atazanavir,CC1CC(C(C(O1)OC2C(CC3(CO3)C(=O)C(C(C(C(OC(=O)C(C(C2C)OC4CC(C(C(O4)C)OC(=O)C)OC)C)C)C)OC(=O)C)C)C)OC(=O)C)N(C)C,CC(C)(C)C(C(=O)NC(CC1=CC=CC=C1)C(CN(CC2=CC=C(C=C2)C3=CC=CC=N3)NC(=O)C(C(C)(C)C)NC(=O)OC)O)NC(=O)OC,The metabolism of Atazanavir can be decreased when combined with Troleandomycin.,moderate
Tiludronic acid,Daunorubicin,C1=CC(=CC=C1SC(P(=O)(O)O)P(=O)(O)O)Cl,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)C)O)N)O,Tiludronic acid may increase the hypocalcemic activities of Daunorubicin.,dangerous
Tianeptine,Bivalirudin,CN1C2=CC=CC=C2C(C3=C(S1(=O)=O)C=C(C=C3)Cl)NCCCCCCC(=O)O,CCC(C)C(C(=O)N1CCCC1C(=O)NC(CCC(=O)O)C(=O)NC(CCC(=O)O)C(=O)NC(CC2=CC=C(C=C2)O)C(=O)NC(CC(C)C)C(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CC3=CC=CC=C3)NC(=O)C(CC(=O)O)NC(=O)CNC(=O)C(CC(=O)N)NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)C4CCCN4C(=O)C(CCCNC(=N)N)NC(=O)C5CCCN5C(=O)C(CC6=CC=CC=C6)N,The serum concentration of Bivalirudin can be increased when it is combined with,dangerous
Lorazepam,Isoflurane,C1=CC=C(C(=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O)Cl,C(C(F)(F)F)(OC(F)F)Cl,The risk or severity of adverse effects can be increased when Lorazepam is combi,dangerous
Bezafibrate,Isavuconazonium,CC(C)(C(=O)O)OC1=CC=C(C=C1)CCNC(=O)C2=CC=C(C=C2)Cl,CC(C1=NC(=CS1)C2=CC=C(C=C2)C#N)C(CN3C=[N+](C=N3)C(C)OC(=O)N(C)C4=C(C=CC=N4)COC(=O)CNC)(C5=C(C=CC(=C5)F)F)O,The metabolism of Isavuconazonium can be decreased when combined with Bezafibrat,moderate
Everolimus,Midazolam,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)OCCO)C)C)O)OC)C)C)C)OC,CC1=NC=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4F,The serum concentration of Midazolam can be increased when it is combined with E,dangerous
Articaine,Gliquidone,CCCNC(C)C(=O)NC1=C(SC=C1C)C(=O)OC,CC1(C2=C(C=C(C=C2)OC)C(=O)N(C1=O)CCC3=CC=C(C=C3)S(=O)(=O)NC(=O)NC4CCCCC4)C,The therapeutic efficacy of Gliquidone can be decreased when used in combination,mild
Nebivolol,Isoxsuprine,C1CC2=C(C=CC(=C2)F)OC1C(CNCC(C3CCC4=C(O3)C=CC(=C4)F)O)O,CC(COC1=CC=CC=C1)NC(C)C(C2=CC=C(C=C2)O)O,The risk or severity of adverse effects can be increased when Nebivolol is combi,dangerous
Nebivolol,Procaterol,C1CC2=C(C=CC(=C2)F)OC1C(CNCC(C3CCC4=C(O3)C=CC(=C4)F)O)O,CCC(C(C1=C2C=CC(=O)NC2=C(C=C1)O)O)NC(C)C,Nebivolol may decrease the bronchodilatory activities of Procaterol.,mild
Doxepin,Levosalbutamol,CN(C)CCC=C1C2=CC=CC=C2COC3=CC=CC=C31,CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O,The risk or severity of adverse effects can be increased when Doxepin is combine,dangerous
Teniposide,Zucapsaicin,COC1=CC(=CC(=C1O)OC)C2C3C(COC3=O)C(C4=CC5=C(C=C24)OCO5)OC6C(C(C7C(O6)COC(O7)C8=CC=CS8)O)O,CC(C)C=CCCCCC(=O)NCC1=CC(=C(C=C1)O)OC,The metabolism of Zucapsaicin can be decreased when combined with Teniposide.,moderate
Olanzapine,Repaglinide,CC1=CC2=C(S1)NC3=CC=CC=C3N=C2N4CCN(CC4)C,CCOC1=C(C=CC(=C1)CC(=O)NC(CC(C)C)C2=CC=CC=C2N3CCCCC3)C(=O)O,The therapeutic efficacy of Repaglinide can be decreased when used in combinatio,mild
Dapsone,Idelalisib,C1=CC(=CC=C1N)S(=O)(=O)C2=CC=C(C=C2)N,CCC(C1=NC2=C(C(=CC=C2)F)C(=O)N1C3=CC=CC=C3)NC4=NC=NC5=C4NC=N5,The metabolism of Idelalisib can be decreased when combined with Dapsone.,moderate
Indinavir,Miglustat,CC(C)(C)NC(=O)C1CN(CCN1CC(CC(CC2=CC=CC=C2)C(=O)NC3C(CC4=CC=CC=C34)O)O)CC5=CN=CC=C5,CCCCN1CC(C(C(C1CO)O)O)O,The therapeutic efficacy of Miglustat can be decreased when used in combination ,mild
Pirlindole,Benazepril,CC1=CC2=C(C=C1)N3CCNC4C3=C2CCC4,CCOC(=O)C(CCC1=CC=CC=C1)NC2CCC3=CC=CC=C3N(C2=O)CC(=O)O,Pirlindole may increase the hypotensive activities of Benazepril.,dangerous
Zalcitabine,Clobazam,C1CC(OC1CO)N2C=CC(=NC2=O)N,CN1C(=O)CC(=O)N(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,The metabolism of Clobazam can be decreased when combined with Zalcitabine.,moderate
Levonordefrin,Mirtazapine,CC(C(C1=CC(=C(C=C1)O)O)O)N,CN1CCN2C(C1)C3=CC=CC=C3CC4=C2N=CC=C4,Levonordefrin may decrease the antihypertensive activities of Mirtazapine.,mild
Magnesium trisilicate,Bismuth subcitrate potassium,[O-][Si](=O)O[Si]([O-])([O-])O[Si](=O)[O-].[Mg+2].[Mg+2],C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])[O-].C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])[O-].[K+].[K+].[K+].[K+].[K+].[Bi+3],The therapeutic efficacy of Bismuth subcitrate potassium can be decreased when u,mild
Rifampicin,Glipizide,CC1C=CC=C(C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C=NN5CCN(CC5)C)C,CC1=CN=C(C=N1)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3,The serum concentration of Glipizide can be decreased when it is combined with R,moderate
Adapalene,Etacrynic acid,COC1=C(C=C(C=C1)C2=CC3=C(C=C2)C=C(C=C3)C(=O)O)C45CC6CC(C4)CC(C6)C5,CCC(=C)C(=O)C1=C(C(=C(C=C1)OCC(=O)O)Cl)Cl,Adapalene may decrease the diuretic activities of Etacrynic acid.,mild
Perhexiline,Celecoxib,C1CCC(CC1)C(CC2CCCCN2)C3CCCCC3,CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F,The metabolism of Celecoxib can be decreased when combined with Perhexiline.,moderate
Amobarbital,Diethylstilbestrol,CCC1(C(=O)NC(=O)NC1=O)CCC(C)C,CCC(=C(CC)C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,The therapeutic efficacy of Diethylstilbestrol can be decreased when used in com,mild
Calcium chloride,Pinaverium,[Cl-].[Cl-].[Ca+2],CC1(C2CCC(C1C2)CCOCC[N+]3(CCOCC3)CC4=CC(=C(C=C4Br)OC)OC)C,The therapeutic efficacy of Pinaverium can be decreased when used in combination,mild
Quinapril,Carvedilol,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2CC3=CC=CC=C3CC2C(=O)O,COC1=CC=CC=C1OCCNCC(COC2=CC=CC3=C2C4=CC=CC=C4N3)O,The risk or severity of adverse effects can be increased when Quinapril is combi,dangerous
Remoxipride,Fludiazepam,CCN1CCCC1CNC(=O)C2=C(C=CC(=C2OC)Br)OC,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3F,The risk or severity of adverse effects can be increased when Remoxipride is com,dangerous
Carvedilol,Risedronic acid,COC1=CC=CC=C1OCCNCC(COC2=CC=CC3=C2C4=CC=CC=C4N3)O,C1=CC(=CN=C1)CC(O)(P(=O)(O)O)P(=O)(O)O,Carvedilol may increase the hypotensive activities of Risedronic acid.,dangerous
Dextropropoxyphene,Methadyl acetate,CCC(=O)OC(CC1=CC=CC=C1)(C2=CC=CC=C2)C(C)CN(C)C,CCC(C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2)OC(=O)C,The risk or severity of adverse effects can be increased when Dextropropoxyphene,dangerous
Vortioxetine,Dosulepin,CC1=CC(=C(C=C1)SC2=CC=CC=C2N3CCNCC3)C,CN(C)CCC=C1C2=CC=CC=C2CSC3=CC=CC=C31,The serum concentration of Dosulepin can be increased when it is combined with V,dangerous
Carvedilol,Diflunisal,COC1=CC=CC=C1OCCNCC(COC2=CC=CC3=C2C4=CC=CC=C4N3)O,C1=CC(=C(C=C1C2=C(C=C(C=C2)F)F)C(=O)O)O,Carvedilol may decrease the antihypertensive activities of Diflunisal.,mild
Pimecrolimus,Dinoprostone,CCC1C=C(CC(CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC1=O)O)C)C(=CC4CCC(C(C4)OC)Cl)C)O)C)OC)OC)C)C,CCCCCC(C=CC1C(CC(=O)C1CC=CCCCC(=O)O)O)O,The therapeutic efficacy of Dinoprostone can be decreased when used in combinati,mild
Doxazosin,Quetiapine,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4COC5=CC=CC=C5O4)N)OC,C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42,The risk or severity of adverse effects can be increased when Doxazosin is combi,dangerous
Sotalol,Carteolol,CC(C)NCC(C1=CC=C(C=C1)NS(=O)(=O)C)O,CC(C)(C)NCC(COC1=CC=CC2=C1CCC(=O)N2)O,The risk or severity of adverse effects can be increased when Sotalol is combine,dangerous
Benzphetamine,Dimetotiazine,CC(CC1=CC=CC=C1)N(C)CC2=CC=CC=C2,CC(CN1C2=CC=CC=C2SC3=C1C=C(C=C3)S(=O)(=O)N(C)C)N(C)C,Benzphetamine may decrease the sedative activities of Dimetotiazine.,mild
Flurbiprofen,Latanoprostene bunod,CC(C1=CC(=C(C=C1)C2=CC=CC=C2)F)C(=O)O,C1C(C(C(C1O)CC=CCCCC(=O)OCCCCO[N+](=O)[O-])CCC(CCC2=CC=CC=C2)O)O,The therapeutic efficacy of Latanoprostene bunod can be decreased when used in c,mild
Gemifloxacin,Probenecid,CON=C1CN(CC1CN)C2=C(C=C3C(=O)C(=CN(C3=N2)C4CC4)C(=O)O)F,CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(=O)O,Gemifloxacin may decrease the excretion rate of Probenecid which could result in,moderate
Phenprocoumon,Oritavancin,CCC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)O,CC1C(C(CC(O1)OC2C3C(=O)NC(C4=C(C(=CC(=C4)O)O)C5=C(C=CC(=C5)C(C(=O)N3)NC(=O)C6C7=CC(=C(C(=C7)OC8=C(C=C2C=C8)Cl)OC9C(C(C(C(O9)CO)O)O)OC1CC(C(C(O1)C)O)(C)NCC1=CC=C(C=C1)C1=CC=C(C=C1)Cl)OC1=C(C=C(C=C1)C(C(C(=O)NC(C(=O)N6)CC(=O)N)NC(=O)C(CC(C)C)NC)O)Cl)O)C(=O)O)(C)N)O,The serum concentration of Oritavancin can be increased when it is combined with,dangerous
Meperidine,Tetrabenazine,CCOC(=O)C1(CCN(CC1)C)C2=CC=CC=C2,CC(C)CC1CN2CCC3=CC(=C(C=C3C2CC1=O)OC)OC,The risk or severity of adverse effects can be increased when Meperidine is comb,dangerous
Metamfetamine,Desvenlafaxine,CC(CC1=CC=CC=C1)NC,CN(C)CC(C1=CC=C(C=C1)O)C2(CCCCC2)O,Metamfetamine may decrease the antihypertensive activities of Desvenlafaxine.,mild
Daclatasvir,Ticlopidine,CC(C)C(C(=O)N1CCCC1C2=NC=C(N2)C3=CC=C(C=C3)C4=CC=C(C=C4)C5=CN=C(N5)C6CCCN6C(=O)C(C(C)C)NC(=O)OC)NC(=O)OC,C1CN(CC2=C1SC=C2)CC3=CC=CC=C3Cl,The metabolism of Ticlopidine can be decreased when combined with Daclatasvir.,moderate
Dabrafenib,Melatonin,CC(C)(C)C1=NC(=C(S1)C2=NC(=NC=C2)N)C3=C(C(=CC=C3)NS(=O)(=O)C4=C(C=CC=C4F)F)F,CC(=O)NCCC1=CNC2=C1C=C(C=C2)OC,The serum concentration of Melatonin can be decreased when it is combined with D,moderate
Beclomethasone dipropionate,Fluoxymesterone,CCC(=O)OCC(=O)C1(C(CC2C1(CC(C3(C2CCC4=CC(=O)C=CC43C)Cl)O)C)C)OC(=O)CC,CC12CCC(=O)C=C1CCC3C2(C(CC4(C3CCC4(C)O)C)O)F,Beclomethasone dipropionate may increase the fluid retaining activities of Fluox,dangerous
Methscopolamine bromide,Nalbuphine,C[N+]1(C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4)C.[Br-],C1CC(C1)CN2CCC34C5C(CCC3(C2CC6=C4C(=C(C=C6)O)O5)O)O,The risk or severity of adverse effects can be increased when Methscopolamine br,dangerous
Mifepristone,Diflorasone,CC#CC1(CCC2C1(CC(C3=C4CCC(=O)C=C4CCC23)C5=CC=C(C=C5)N(C)C)C)O,CC1CC2C3CC(C4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C)F,The therapeutic efficacy of Diflorasone can be decreased when used in combinatio,mild
Acenocoumarol,Trimethoprim,CC(=O)CC(C1=CC=C(C=C1)[N+](=O)[O-])C2=C(C3=CC=CC=C3OC2=O)O,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N,The metabolism of Trimethoprim can be decreased when combined with Acenocoumarol,moderate
Trospium,Methantheline,C1CC[N+]2(C1)C3CCC2CC(C3)OC(=O)C(C4=CC=CC=C4)(C5=CC=CC=C5)O,CC[N+](C)(CC)CCOC(=O)C1C2=CC=CC=C2OC3=CC=CC=C13,The risk or severity of adverse effects can be increased when Trospium is combin,dangerous
Pseudoephedrine,Lodoxamide,CC(C(C1=CC=CC=C1)O)NC,C1=C(C=C(C(=C1NC(=O)C(=O)O)Cl)NC(=O)C(=O)O)C#N,Pseudoephedrine may decrease the sedative activities of Lodoxamide.,mild
